Customer_ID,Gender,Customer Type,Age,Income,Number of Orders,Revenue,Postal Code,Satisfaction
19833,0,0,29,179.95,5,37.7895,94110,1
63416,0,0,12,1199.976,3,434.9913,94110,1
7645,1,1,50,27.15,5,13.3035,94110,1
86002,1,0,54,1004.024,7,112.9527,94110,1
64457,1,0,69,9.68,1,4.6464,94110,1
109551,1,0,38,28.35,9,13.608,94110,1
86553,0,1,25,55.98,1,27.4302,94110,1
17491,1,0,26,1336.829,13,31.4548,94110,1
114667,0,0,53,113.568,2,18.4548,94110,0
59149,1,0,47,139.86,7,65.7342,98105,0
74892,1,0,42,307.136,4,26.8744,98105,0
15197,1,1,19,95.92,8,25.8984,92646,1
6867,1,0,63,383.8,5,38.38,90004,1
111943,1,1,18,5.78,1,2.8322,40475,1
46720,1,0,52,9.32,4,2.7028,90045,1
67966,1,0,60,15.25,1,7.015,90045,1
33341,1,0,38,196.752,6,56.5662,80027,0
50319,1,0,41,56.56,4,14.7056,1841,0
82927,1,0,41,32.7,3,8.502,1841,0
14562,0,1,15,866.4,4,225.264,39212,1
108335,0,0,49,28.4,2,11.076,48187,1
97959,1,0,18,287.92,8,138.2016,48187,0
1026,0,0,39,69.99,1,30.0957,10801,0
26910,0,0,25,6.672,6,0.5004,78207,1
14054,1,1,28,189.588,2,145.3508,28052,0
109458,0,0,37,408.744,7,76.6395,28052,0
51772,0,0,31,291.96,5,54.7425,28052,1
15019,0,0,32,4.768,2,0.7748,28052,1
23664,0,1,25,714.3,5,207.147,1852,1
6731,1,0,55,4.812,2,3.6892,32216,0
57753,1,0,51,247.8,5,18.585,32216,0
29788,0,0,40,1007.979,3,43.1991,60623,0
28336,1,0,25,313.488,7,113.6394,60623,0
2878,0,0,70,31.872,8,11.5536,77070,1
81675,0,0,55,207.846,3,2.3094,10024,1
50905,1,0,53,12.22,1,3.666,48227,1
90850,1,0,73,194.94,3,23.3928,48227,1
29340,0,0,32,70.95,3,20.5755,48227,0
68731,1,0,30,91.36,4,42.0256,48227,1
115978,1,0,19,242.94,3,29.1528,48227,1
29829,1,0,33,22.05,7,10.584,48227,0
82401,0,0,13,2.91,1,1.3677,47201,1
80083,1,0,53,59.52,3,15.4752,13021,0
42783,0,1,31,161.94,3,9.7164,13021,1
39020,1,0,62,263.88,6,71.2476,13021,0
46111,1,0,29,30.48,3,7.9248,13021,1
66327,1,0,57,9.84,3,2.8536,13021,0
43012,1,0,34,35.12,4,9.1312,13021,0
82776,1,1,45,284.364,2,75.8304,44312,1
48215,0,0,65,665.408,2,66.5408,44312,1
57441,0,0,48,63.88,4,24.9132,73071,1
55928,0,0,8,129.568,2,24.294,94521,1
98446,1,0,36,747.558,3,96.1146,62521,1
121273,0,0,48,8.928,2,3.348,62521,0
59385,0,0,10,103.92,4,36.372,98115,1
27078,1,1,24,899.91,9,377.9622,98115,0
104661,1,0,52,51.312,3,18.6006,98115,0
111483,1,1,43,23.56,5,7.068,85023,1
11558,0,0,21,1272.63,6,814.4832,85023,0
83673,0,1,24,28.485,5,20.889,85023,1
120382,1,1,40,185.376,2,34.758,85023,0
82170,0,0,8,78.272,2,5.8704,85023,1
117397,0,0,40,254.744,7,312.0614,60068,0
59357,1,0,41,205.3328,2,36.2352,79109,0
91983,0,0,67,4.788,3,7.9002,60610,1
119617,1,0,40,55.48,1,26.6304,11757,0
90639,0,0,51,340.92,3,3.4092,94110,0
59638,0,0,59,222.666,2,10.4784,94110,1
119074,1,0,29,703.968,4,87.996,94110,0
13395,1,0,70,92.52,6,24.9804,94110,0
108871,1,0,12,62.65,7,28.819,94110,1
104029,1,1,26,94.85,5,45.528,94110,0
12025,1,0,41,95.76,6,7.182,90008,0
42755,1,0,60,40.2,3,19.296,12180,0
32936,1,0,39,14.7,5,6.615,10024,1
53978,0,0,68,704.25,5,84.51,10024,1
70029,1,0,32,9.09,3,1.9089,92024,0
96407,1,0,18,5.96,2,1.6688,10024,1
127129,1,0,15,159.98,2,57.5928,10024,1
113946,0,0,43,29.6,2,14.8,90045,0
40606,1,0,49,514.165,5,30.245,90045,1
7742,1,0,25,279.96,5,17.4975,90045,1
128529,0,0,50,2735.952,6,341.994,60610,1
80556,0,0,39,7.992,1,0.5994,77340,0
22155,0,0,33,63.984,2,10.3974,77340,0
56314,1,0,17,70.368,2,6.1572,77340,1
82206,1,0,41,449.15,5,8.983,14609,0
68344,1,0,31,11.07,3,5.0922,14609,0
18464,0,1,39,93.98,2,13.1572,98115,0
129310,1,0,64,189.882,3,94.941,38109,0
70613,1,0,52,105.42,2,51.6558,72701,0
8558,0,0,30,119.616,8,40.3704,92627,1
86840,0,0,42,255.76,4,81.8432,92627,0
122170,0,0,48,241.568,2,18.1176,92627,0
24839,1,0,29,69.3,9,22.869,92627,1
87935,0,1,23,22.62,2,15.08,80134,0
10735,1,0,74,14.952,2,11.9616,80134,1
118083,1,0,60,801.568,2,50.098,80134,1
15189,0,0,46,2.376,3,1.9008,80134,1
116832,1,0,55,32.792,1,11.8871,80134,0
99415,1,0,41,15.92,5,5.373,10024,0
111821,1,0,59,2.74,1,0.7398,30318,1
60089,1,0,57,8.34,3,2.1684,30318,0
51644,0,0,36,46.74,3,11.685,30318,1
129771,1,0,16,6354.95,5,3177.475,30318,1
5412,0,0,54,126.3,3,40.416,64118,0
98444,0,1,38,38.04,2,12.1728,64118,1
39113,1,0,36,7.152,3,0.7152,43055,0
36518,0,0,25,6.63,3,1.7901,90049,0
119576,0,0,55,5.88,2,1.7052,90049,1
57227,0,0,40,2999.95,5,1379.977,59405,1
107365,0,0,21,51.45,3,13.8915,59405,1
233,0,1,38,11.96,2,5.382,59405,1
70295,0,0,10,1126.02,3,56.301,59405,1
110124,0,0,60,18.392,1,5.2877,77041,0
46382,0,1,45,129.568,2,25.9136,77041,1
121254,1,1,54,14.112,9,21.168,77041,1
92891,1,0,51,210.98,2,21.098,48234,0
57816,1,0,44,55.176,3,12.4146,90032,0
36109,0,0,46,66.26,2,27.1666,90032,1
1770,1,1,20,22.2,5,10.434,1841,0
70400,0,0,44,683.952,3,42.747,33801,0
75299,1,0,36,45.696,3,5.1408,33801,1
121885,0,0,13,36.336,3,7.2672,19134,1
93772,1,0,38,666.248,1,149.9058,19134,1
15078,0,0,33,52.512,6,19.692,19134,0
17597,1,0,63,190.72,1,11.92,90036,1
4927,0,0,60,47.94,3,2.397,90032,0
32994,0,0,62,979.95,5,274.386,36116,1
8213,0,0,50,22.75,5,11.375,36116,1
53073,0,0,24,16.768,2,1.4672,85204,0
19789,0,0,15,42.616,7,68.1856,60653,1
84270,1,0,34,10.752,4,3.36,10009,1
74151,0,0,36,152.94,3,41.2938,42420,1
117893,0,0,50,283.92,4,70.98,42420,0
15249,1,0,19,468.9,6,206.316,54302,0
114937,1,0,52,380.864,8,38.0864,85705,0
85861,1,0,50,646.776,9,145.5246,45503,0
17158,0,1,26,58.112,2,7.264,76106,1
128028,0,1,49,100.792,1,6.2995,76106,1
3109,1,0,54,66.112,4,84.2928,76106,1
6332,1,1,27,41.28,6,13.932,10035,0
129473,1,0,60,13.36,2,6.4128,10035,0
70511,1,0,10,250.272,9,15.642,60653,1
8529,0,0,15,11.364,3,17.046,60653,1
44101,0,1,20,8.72,5,1.744,60653,1
20031,1,0,52,1121.568,2,0,94110,0
2103,1,0,60,34.504,1,6.0382,32216,1
33484,1,0,44,10.824,3,2.5707,77070,0
41094,0,0,50,1295.78,2,310.9872,92804,0
76419,1,0,40,19.456,4,3.4048,28403,0
107120,0,1,23,20.7,2,9.936,90045,1
109543,0,0,30,1335.68,4,217.048,90045,1
86687,1,0,51,32.4,5,15.552,90045,1
106144,0,0,58,42.6,3,16.614,94110,1
126649,1,0,46,84.056,7,27.3182,94110,0
5451,1,0,52,13,5,1.3,33614,1
